venta_id,moto_id,cliente_id,vendedor_id,fecha,precio_final
1308,442,184,216,2021-10-21 08:15:07,30035.88
1309,146,894,89,2021-12-21 23:35:38,24984.55
1310,614,674,146,2022-06-21 10:35:36,22052.35
1311,986,268,273,2021-11-02 10:42:57,17276.95
1312,245,640,121,2022-03-09 11:25:00,39014.66
1313,470,988,285,2022-09-19 00:13:54,34079.49
1314,184,803,371,2022-06-04 05:22:13,31242.46
1315,613,473,440,2020-02-10 00:53:35,39203.87
1316,197,270,22,2022-01-26 23:19:51,7896.71
1317,112,392,211,2022-04-02 11:07:41,15266.02
1318,227,409,12,2021-12-24 15:00:44,25461.26
1319,780,706,217,2020-05-05 03:48:30,28617.89
1320,995,100,90,2021-05-16 10:37:30,29789.28
1321,98,595,347,2020-04-04 03:10:45,28058.49
1322,239,367,231,2021-10-22 03:04:31,21963.11
1323,404,297,495,2021-03-16 09:00:04,6782.61
1324,881,696,16,2020-07-10 11:30:48,43993.05
1325,12,578,379,2022-08-05 11:41:50,20673.5
1326,994,235,294,2020-02-19 09:06:13,32500.73
1327,538,284,98,2022-07-21 01:51:47,33394.96
1328,98,912,22,2021-02-24 02:33:08,36741.56
1329,352,144,78,2022-05-23 09:13:32,31370.67
1330,302,298,95,2021-09-14 19:34:11,36614.57
1331,775,974,85,2021-04-28 12:18:45,44418.18
1332,602,519,479,2020-01-13 14:51:02,49256.1
1333,857,639,156,2020-08-15 12:48:56,39118.72
1334,494,251,227,2022-01-11 15:53:30,38739.56
1335,551,225,94,2020-02-23 15:39:35,45100.44
1336,52,477,3,2022-12-15 08:09:20,30436.66
1337,17,825,396,2021-03-29 04:50:55,42475.09
1338,920,181,476,2022-02-23 19:08:25,37396.06
1339,731,647,291,2021-10-20 22:44:51,33908.59
1340,772,335,375,2022-10-23 06:39:38,48840.75
1341,859,416,380,2020-06-26 20:56:46,5011.57
1342,431,391,322,2020-07-10 06:58:55,28083.25
1343,635,546,244,2022-03-27 11:22:03,30078.54
1344,414,384,74,2020-08-11 01:52:00,14124.76
1345,771,187,87,2020-10-03 15:13:09,32149.73
1346,646,763,408,2020-10-18 18:23:54,15282.17
1347,378,895,345,2022-08-10 22:39:47,18118.22
1348,968,47,324,2022-02-25 19:02:56,48758.42
1349,784,640,190,2020-10-22 08:25:36,27608.2
1350,847,539,98,2021-11-27 17:56:19,10454.16
1351,420,52,345,2021-12-07 08:37:32,41533.09
1352,181,161,384,2020-08-03 02:42:39,8805.4
1353,360,701,156,2022-09-04 11:54:43,38150.29
1354,887,764,372,2022-04-28 13:10:31,18587.73
1355,264,815,461,2021-08-13 17:19:09,43050.85
1356,692,96,104,2020-07-15 16:15:43,9912.01
1357,359,648,91,2022-11-28 18:59:25,27258.64
1358,762,690,102,2020-12-03 02:00:30,8277.05
1359,948,808,117,2020-04-14 04:35:26,43771.33
1360,926,194,160,2020-10-22 15:06:02,47027.02
1361,696,262,295,2022-07-21 23:43:36,36859.19
1362,626,614,60,2022-03-26 09:32:44,43939.68
1363,396,668,157,2021-10-19 16:48:46,12122.26
1364,452,935,421,2020-05-18 19:40:48,25532.58
1365,718,558,468,2021-02-09 05:11:10,31039.85
1366,891,664,454,2020-09-13 15:24:11,48366.17
1367,312,269,432,2021-09-17 23:08:32,31582.22
1368,601,650,136,2020-09-01 07:13:07,25066.8
1369,508,158,272,2020-08-18 14:33:00,46340.0
1370,253,158,35,2022-11-24 07:11:49,35781.93
1371,505,14,142,2021-04-04 13:30:27,46569.76
1372,837,600,89,2022-10-22 14:00:53,8088.2
1373,118,793,182,2021-12-06 11:00:57,8584.68
1374,372,650,248,2020-04-20 01:40:59,42858.14
1375,471,69,368,2022-08-24 02:15:27,42242.46
1376,186,422,172,2021-11-07 09:11:40,10911.31
1377,350,441,468,2020-02-05 00:33:02,30277.89
1378,615,716,58,2022-08-13 08:46:15,19531.61
1379,908,343,433,2022-12-01 17:16:05,18277.97
1380,719,189,396,2022-08-01 01:51:30,12023.62
1381,595,665,227,2021-11-23 17:57:26,20653.78
1382,986,614,89,2021-05-25 02:00:52,42750.8
1383,237,105,150,2022-05-06 02:08:56,44405.05
1384,4,489,370,2022-05-22 15:35:01,31626.53
1385,166,181,471,2022-11-18 09:02:07,23572.19
1386,392,566,441,2022-04-17 12:29:02,11551.12
1387,798,867,482,2020-09-09 05:48:45,11685.32
1388,79,943,244,2021-09-01 04:32:34,48347.26
1389,780,674,40,2021-12-12 16:58:01,45133.01
1390,970,654,172,2020-06-26 04:07:40,48121.3
1391,524,482,353,2022-06-10 00:22:28,29277.46
1392,785,456,403,2022-06-05 18:53:01,49481.4
1393,61,525,125,2022-12-03 21:46:19,36334.49
1394,636,202,145,2022-08-15 19:41:06,36898.14
1395,104,431,6,2022-08-05 18:06:30,45229.51
1396,704,286,416,2020-09-15 11:24:45,39383.8
1397,700,269,21,2022-02-09 07:19:00,38357.65
1398,130,696,284,2021-11-26 01:48:10,7970.72
1399,915,49,491,2022-01-19 10:15:23,41469.63
1400,694,247,214,2021-05-23 13:47:44,14960.35
1401,285,804,199,2022-12-04 16:58:09,35306.69
1402,449,35,280,2020-11-24 17:24:04,48473.08
1403,854,59,241,2022-04-12 09:01:04,37980.91
1404,729,701,232,2021-08-20 11:29:12,32672.17
1405,586,642,184,2020-06-26 04:28:16,11857.84
1406,905,658,32,2021-03-20 12:51:13,17571.75
1407,979,172,53,2020-10-30 22:58:31,42912.96
1408,396,753,126,2021-11-04 10:05:17,47969.55
1409,477,440,393,2021-06-18 00:39:57,18017.46
1410,374,10,313,2022-01-03 00:04:53,21401.3
1411,948,440,171,2021-10-28 01:06:09,29493.13
1412,850,762,245,2021-04-28 02:59:53,15265.4
1413,440,657,228,2022-09-14 05:02:31,33972.1
1414,16,836,220,2022-05-06 00:34:24,11951.16
1415,132,682,228,2021-12-12 23:56:26,13663.15
1416,107,471,258,2021-05-09 00:57:33,39338.48
1417,473,816,122,2022-04-16 22:13:56,12088.38
1418,214,725,295,2020-09-02 07:04:58,27208.08
1419,285,89,483,2022-10-02 05:31:12,42984.45
1420,827,226,477,2021-03-14 09:19:16,25262.15
1421,726,508,485,2021-02-15 14:05:30,6076.64
1422,591,827,151,2021-11-29 15:37:33,11185.46
1423,880,981,394,2022-03-22 07:23:53,18888.2
1424,834,214,160,2022-05-21 14:32:50,23805.49
1425,845,805,367,2022-08-01 15:26:28,6220.74
1426,268,749,378,2022-03-20 05:32:01,49995.34
1427,282,269,90,2022-07-23 17:18:46,44478.27
1428,360,27,259,2022-02-12 02:43:20,17315.48
1429,780,3,134,2022-10-17 09:17:50,19305.01
1430,859,763,224,2020-06-28 23:04:57,48835.93
1431,750,791,158,2021-07-26 13:37:29,14454.97
1432,419,559,361,2020-11-14 01:48:59,37489.92
1433,898,852,473,2021-09-23 05:09:55,18669.44
1434,657,250,433,2020-11-12 08:39:13,28549.8
1435,258,19,479,2021-05-20 16:05:41,46485.04
1436,529,35,341,2022-06-04 21:45:33,11184.73
1437,546,96,206,2022-02-14 00:47:11,28290.42
1438,34,196,441,2022-06-06 04:42:27,42320.71
1439,173,1,483,2022-10-28 19:48:44,6510.02
1440,487,668,154,2022-11-02 02:54:26,40228.39
1441,809,49,45,2022-05-15 15:08:14,42162.85
1442,329,495,390,2021-08-27 06:20:53,30164.05
1443,206,727,225,2021-05-15 09:54:34,25645.92
1444,107,501,106,2020-10-10 01:44:52,41272.59
1445,596,900,389,2021-06-08 14:20:55,32346.88
1446,755,765,292,2022-02-24 04:56:19,29361.39
1447,417,993,88,2021-04-22 20:53:47,26372.06
1448,920,12,491,2021-02-13 08:45:59,40123.05
1449,325,625,379,2022-12-03 23:12:35,30370.55
1450,416,729,3,2020-04-02 02:10:45,8110.21
1451,663,157,339,2020-07-22 00:54:44,33155.98
1452,65,297,267,2022-06-08 08:21:34,6603.17
1453,742,202,177,2021-03-09 03:44:30,18404.48
1454,288,771,305,2021-12-30 17:15:34,11173.06
1455,80,463,28,2020-10-16 01:11:53,12952.88
1456,84,572,29,2022-12-20 20:40:06,27456.67
1457,784,779,121,2022-11-20 10:22:24,13193.46
1458,820,389,471,2022-03-04 07:48:49,31389.88
1459,506,714,499,2021-12-22 19:55:36,9704.61
1460,397,366,102,2021-08-02 22:30:43,49365.03
1461,686,128,226,2020-09-09 21:59:47,31823.56
1462,11,91,120,2020-05-02 01:36:29,31314.81
1463,501,620,138,2021-03-14 13:32:46,24953.45
1464,618,254,367,2022-10-12 00:04:17,24671.21
1465,849,265,277,2022-07-10 19:18:22,35591.49
1466,71,294,492,2022-07-25 10:23:49,8071.73
1467,22,227,412,2021-04-18 15:25:56,23343.93
1468,735,759,497,2021-06-21 20:46:43,27406.95
1469,708,103,484,2020-04-02 16:48:25,21724.91
1470,337,860,6,2022-10-03 23:40:09,43608.99
1471,321,753,220,2021-06-18 03:50:14,25331.79
1472,130,443,439,2021-02-26 01:21:41,44488.8
1473,819,955,203,2022-03-07 14:00:06,43905.64
1474,865,946,230,2021-09-05 23:26:15,38157.04
1475,364,246,422,2022-02-12 11:58:54,11227.92
1476,467,276,418,2020-12-25 12:43:29,6565.94
1477,339,804,497,2021-08-30 02:30:15,18588.17
1478,698,421,280,2022-06-08 22:10:58,27517.06
1479,407,637,500,2022-11-01 14:13:52,36439.59
1480,784,331,356,2022-05-05 22:26:28,25154.16
1481,912,306,50,2020-08-06 14:56:28,43977.01
1482,541,659,357,2022-03-08 16:59:29,21251.25
1483,328,261,63,2021-11-08 20:47:02,13798.5
1484,284,473,457,2022-05-07 04:56:19,6629.0
1485,217,976,374,2022-06-18 00:58:40,37275.08
1486,314,818,12,2020-02-16 22:21:05,28318.24
1487,827,991,249,2021-08-02 05:17:09,36118.18
1488,217,270,334,2021-08-18 17:58:33,27313.1
1489,973,436,248,2021-06-22 20:35:00,15327.71
1490,270,401,14,2022-03-16 08:56:34,36935.4
1491,915,440,239,2022-10-08 07:49:21,15878.72
1492,79,105,406,2021-03-23 16:16:39,27239.52
1493,975,716,224,2021-05-08 02:42:28,42044.79
1494,789,62,401,2021-08-16 01:21:02,44150.14
1495,584,355,309,2020-05-29 09:30:50,23517.86
1496,696,274,383,2021-05-11 00:50:52,18772.39
1497,301,711,324,2021-09-12 12:54:33,7667.64
1498,236,537,302,2021-05-17 11:12:04,45212.7
1499,246,606,89,2020-03-01 07:58:37,39428.58
1500,92,222,492,2020-02-12 00:09:27,22968.6
1501,45,579,294,2021-03-31 06:48:55,24482.74
1502,784,204,119,2020-07-30 20:44:47,8295.37
1503,600,47,342,2020-07-20 01:29:20,41540.78
1504,972,169,214,2021-09-08 07:21:27,31448.12
1505,590,722,268,2022-06-25 20:14:08,30967.74
1506,511,168,43,2022-01-15 07:39:14,37202.88
1507,414,512,253,2020-10-07 03:21:17,43385.34
1508,608,778,304,2021-08-20 13:22:38,5205.45
1509,111,364,177,2020-01-09 07:04:40,9630.25
1510,723,283,14,2021-06-20 11:08:19,30530.35
1511,645,789,161,2021-11-16 23:58:50,22371.3
1512,541,954,200,2020-07-25 20:19:08,12989.99
1513,706,965,204,2021-03-18 23:23:08,44285.01
1514,50,619,232,2021-12-10 23:24:38,48018.36
1515,946,323,361,2021-11-18 12:29:11,12071.51
1516,344,53,451,2020-12-03 23:28:05,43382.14
1517,570,808,175,2021-01-17 16:05:55,15639.42
1518,721,852,75,2021-03-26 14:45:12,48500.77
1519,42,448,434,2022-04-24 04:09:00,48157.45
1520,475,373,88,2022-02-16 16:22:36,30584.19
1521,753,648,352,2021-07-28 08:53:56,36768.42
1522,195,544,39,2022-11-05 21:20:20,36370.2
1523,944,97,161,2022-11-25 04:38:59,34806.57
1524,274,197,48,2021-03-19 09:24:39,34115.55
1525,21,156,95,2022-06-02 21:05:01,16374.03
1526,679,153,449,2022-01-21 17:07:14,30515.55
1527,321,824,375,2021-03-16 21:22:05,38614.45
1528,647,649,310,2022-08-28 10:09:39,47879.89
1529,237,557,205,2021-09-16 15:30:59,17263.55
1530,663,822,406,2021-01-20 14:45:38,38952.92
1531,80,731,140,2021-07-14 11:44:18,14003.77
1532,75,551,285,2021-12-05 23:49:46,49547.21
1533,163,156,331,2022-12-01 23:39:38,23999.08
1534,681,227,280,2022-12-26 22:23:38,38239.18
1535,679,44,14,2020-12-03 13:46:09,14925.38
1536,662,973,257,2020-07-06 18:12:55,30539.11
1537,803,752,14,2022-09-22 02:11:31,38773.96
1538,374,521,145,2021-12-24 02:11:31,38812.96
1539,161,681,29,2021-12-20 03:22:44,36631.02
1540,427,633,22,2022-10-24 09:36:14,19263.67
1541,384,494,333,2020-02-25 16:05:31,24630.89
1542,301,289,422,2021-12-17 16:14:29,10700.2
1543,612,449,82,2022-01-13 06:04:25,29745.33
1544,810,722,230,2022-10-11 16:58:46,23776.22
1545,762,717,34,2020-05-14 02:01:42,6301.35
1546,872,529,303,2021-01-25 04:04:26,14595.65
1547,924,118,198,2020-07-16 14:00:49,10584.04
1548,764,761,74,2020-05-11 12:13:33,8803.09
1549,305,332,344,2021-06-14 05:49:11,6650.45
1550,384,592,469,2021-07-14 14:25:26,29347.56
1551,651,221,348,2022-05-17 05:25:36,41945.65
1552,325,564,94,2021-09-10 19:43:51,41305.84
1553,274,449,88,2021-05-03 16:30:40,6890.67
1554,772,879,413,2021-05-20 11:02:45,13441.3
1555,614,733,291,2022-06-10 10:22:27,10069.9
1556,607,933,1,2020-04-07 04:07:39,16559.39
1557,472,61,276,2021-08-26 12:42:17,17951.22
1558,286,531,41,2021-03-19 03:15:27,13202.72
1559,615,722,412,2020-09-25 17:49:39,36464.07
1560,636,154,44,2022-04-08 15:46:45,22824.85
1561,159,553,355,2020-09-24 06:53:13,7396.29
1562,204,922,430,2021-01-09 01:35:03,23623.18
1563,451,773,207,2022-07-27 13:55:36,41817.09
1564,478,907,155,2021-02-06 00:18:52,17482.82
1565,317,98,115,2020-09-17 23:50:35,22192.65
1566,648,87,401,2022-09-15 21:54:31,7064.76
1567,692,226,27,2021-04-20 12:40:10,7920.72
1568,245,367,132,2022-11-07 15:29:57,45171.9
1569,586,211,33,2020-02-28 16:16:23,6819.21
1570,472,676,200,2020-11-05 05:13:11,30127.9
1571,961,753,36,2021-11-18 07:55:26,7256.78
1572,402,597,184,2021-05-12 05:20:18,48163.49
1573,681,902,226,2021-07-15 06:16:13,11363.84
1574,244,315,118,2020-10-17 03:01:55,9902.43
1575,534,612,374,2022-11-25 15:52:01,44864.23
1576,607,432,472,2020-09-16 20:48:49,17412.96
1577,923,462,177,2021-08-13 03:51:08,22480.04
1578,144,489,100,2020-03-05 23:39:55,41502.39
1579,753,104,452,2022-09-05 20:40:29,28043.35
1580,786,415,423,2021-12-20 13:54:51,25852.25
1581,267,396,193,2022-10-14 01:23:46,37996.44
1582,658,9,434,2022-09-06 22:00:59,40392.89
1583,132,122,440,2022-04-04 15:02:38,15125.4
1584,1000,27,103,2020-02-13 01:20:08,35572.59
1585,586,105,41,2022-09-19 23:01:21,48385.23
1586,798,96,123,2022-10-26 19:27:04,46028.7
1587,196,987,200,2021-01-17 12:57:51,25299.88
1588,456,563,411,2021-05-23 16:13:42,10060.29
1589,465,230,403,2022-11-08 23:57:47,26068.48
1590,227,20,141,2022-04-14 04:42:21,37945.72
1591,645,440,7,2022-06-12 17:22:10,17417.46
1592,446,253,226,2020-12-27 02:11:00,9014.2
1593,859,800,137,2022-09-20 02:09:12,47185.01
1594,101,967,37,2020-06-21 15:40:45,11702.25
1595,135,948,474,2020-01-04 15:19:19,8727.74
1596,33,294,6,2020-07-22 12:07:04,28960.52
1597,82,652,476,2020-07-17 16:03:06,22317.73
1598,632,336,281,2021-05-31 20:57:55,44461.44
1599,375,941,339,2021-11-14 14:51:56,20689.39
1600,758,310,314,2021-05-24 15:51:20,17053.2
1601,294,133,252,2022-09-23 18:27:30,38646.1
1602,632,484,288,2021-09-12 23:49:18,8008.85
1603,284,243,98,2021-06-10 09:24:00,44550.28
1604,52,914,180,2020-07-28 19:39:07,44240.16
1605,591,493,226,2022-12-09 09:17:09,45067.86
1606,956,538,155,2020-10-11 19:48:32,41548.71
1607,599,951,352,2021-10-17 23:54:14,35938.96
1608,608,379,15,2021-06-03 00:43:48,9214.98
1609,9,589,13,2022-03-10 19:07:11,24581.26
1610,313,769,383,2021-06-17 03:23:03,12901.27
1611,798,865,292,2020-02-29 06:41:49,34216.21
1612,669,967,281,2022-09-30 03:24:28,17528.07
1613,992,740,73,2020-01-09 22:35:55,48172.63
1614,419,426,120,2020-07-11 13:02:52,46170.84
1615,187,361,394,2020-09-15 07:07:13,17336.93
1616,896,84,181,2020-04-07 21:54:29,10317.3
1617,895,636,104,2022-12-24 08:56:49,41063.91
1618,978,100,332,2022-02-22 05:17:24,27394.74
1619,477,350,461,2020-06-06 12:31:27,46197.56
1620,112,491,402,2021-10-05 04:29:57,48819.4
1621,657,728,356,2020-10-02 16:59:46,33194.92
1622,969,794,353,2021-06-08 06:37:40,47505.13
1623,572,213,385,2020-02-02 14:40:54,48585.99
1624,248,892,239,2021-09-23 23:56:15,48540.88
1625,8,429,268,2021-01-07 06:32:02,5728.11
1626,909,329,212,2021-07-19 02:53:55,9918.49
1627,289,39,188,2021-08-02 15:12:54,5536.6
1628,725,471,89,2020-12-26 13:15:56,19913.41
1629,748,232,396,2021-12-06 15:18:59,19895.32
1630,76,307,255,2022-12-03 18:21:08,30292.16
1631,222,656,372,2022-03-12 14:33:10,48292.9
1632,41,512,349,2022-10-30 02:06:41,36042.58
1633,1,901,338,2020-12-17 03:44:28,24474.48
1634,213,716,133,2020-10-01 00:24:50,27568.62
1635,110,283,186,2020-01-15 22:09:14,9904.61
1636,605,76,279,2022-12-26 00:36:49,40353.46
1637,206,795,87,2021-05-20 23:25:29,33516.53
1638,166,973,183,2020-03-13 08:54:48,21616.73
1639,432,797,2,2020-01-27 23:07:37,32620.77
1640,574,897,238,2021-10-26 08:17:16,46467.89
1641,104,326,130,2022-08-19 10:11:25,18881.69
1642,947,58,137,2020-11-23 07:47:14,47912.55
1643,581,487,280,2020-11-19 22:27:39,14896.96
1644,495,526,368,2022-01-20 22:07:24,32913.8
1645,973,791,337,2022-10-13 22:07:16,31365.24
1646,698,764,359,2022-07-28 02:00:32,29972.54
1647,888,252,215,2021-05-01 00:22:00,21995.95
1648,998,985,460,2020-01-08 20:30:32,6516.75
1649,133,318,448,2020-02-01 17:27:49,25755.59
1650,618,603,237,2022-01-09 04:20:05,26050.74
1651,549,575,93,2021-11-03 11:41:05,11375.77
1652,337,646,420,2020-06-18 15:55:38,35250.41
1653,467,851,461,2020-05-26 08:44:26,22866.4
1654,166,813,324,2021-11-07 19:31:39,41342.04
1655,735,367,491,2020-08-05 21:41:58,43792.41
1656,374,221,461,2022-07-05 22:40:54,18123.11
1657,495,580,441,2021-05-23 15:04:41,14330.28
1658,292,24,259,2020-09-26 00:49:01,38569.39
1659,945,906,12,2020-12-20 18:17:27,46787.76
1660,641,436,201,2022-01-23 10:57:41,22856.62
1661,562,518,125,2022-04-16 22:31:11,13376.2
1662,186,219,450,2021-05-18 06:16:57,17557.77
1663,266,546,148,2022-12-15 03:42:13,19728.66
1664,51,130,485,2020-07-15 16:04:47,13309.32
1665,738,64,117,2020-11-19 16:36:27,24779.77
1666,177,481,415,2022-08-31 17:51:09,12594.14
1667,525,85,340,2021-09-04 16:49:56,37654.74
1668,711,506,148,2021-06-07 15:36:52,11907.25
1669,637,702,356,2022-07-05 01:14:49,38441.55
1670,500,496,373,2022-08-18 17:57:36,21163.84
1671,933,348,456,2020-01-29 22:28:54,14042.6
1672,100,747,395,2021-06-11 22:18:22,21569.43
1673,359,205,494,2021-04-09 04:07:23,43754.67
1674,37,288,378,2021-01-05 13:24:32,23881.61
1675,287,238,29,2022-09-16 02:53:57,6827.85
1676,627,476,292,2022-10-28 16:15:14,31401.91
1677,148,955,179,2020-01-29 08:42:02,43090.45
1678,423,388,368,2021-01-03 19:24:23,39928.79
1679,429,244,178,2022-06-14 13:38:40,20934.83
1680,36,597,435,2021-10-28 21:06:51,12412.72
1681,783,395,132,2022-07-29 21:22:48,47862.29
1682,30,180,330,2020-07-06 17:45:29,32675.88
1683,948,74,107,2020-04-07 21:23:22,18523.39
1684,61,966,83,2021-02-01 10:28:47,22385.62
1685,338,142,128,2020-09-03 22:37:58,7091.19
1686,836,317,439,2021-05-15 05:26:49,9230.6
1687,798,617,70,2022-07-27 16:27:39,5843.1
1688,156,850,411,2021-01-06 06:48:41,14132.55
1689,132,443,190,2022-04-20 13:18:52,9204.16
1690,34,302,440,2022-01-05 23:44:36,14554.82
1691,758,154,336,2022-11-22 18:30:31,34681.38
1692,436,900,382,2022-03-17 18:03:49,32604.11
1693,887,449,151,2022-06-11 18:33:42,23230.84
1694,412,759,376,2020-12-20 23:30:33,47242.31
1695,229,719,270,2020-07-11 08:10:24,46134.57
1696,57,245,255,2022-09-18 20:06:43,28603.79
1697,278,783,210,2021-04-14 19:59:35,39834.95
1698,680,216,44,2021-12-30 07:32:37,9458.39
1699,747,967,314,2022-02-06 16:27:18,25986.97
1700,331,272,419,2022-01-16 11:49:32,34831.56
1701,542,518,271,2021-09-07 07:51:13,45364.74
1702,242,823,11,2021-03-13 14:00:26,6976.97
1703,926,513,324,2020-08-31 11:21:34,11806.84
1704,958,744,329,2022-07-30 15:33:05,44385.12
1705,571,712,476,2021-09-24 12:27:31,49639.29
1706,793,958,66,2022-02-01 21:59:41,22400.35
1707,115,338,360,2022-08-13 17:49:01,42496.19
1708,273,801,179,2020-12-17 19:19:28,47159.62
1709,449,59,493,2020-06-03 01:09:32,41500.74
1710,869,542,147,2022-09-30 11:38:51,27758.41
1711,995,928,184,2021-07-10 04:44:57,44935.5
1712,636,464,329,2022-11-21 18:09:54,25240.24
1713,14,716,1,2020-06-09 01:06:47,33875.15
1714,770,416,244,2021-04-23 14:06:27,7204.36
1715,764,275,333,2022-07-11 10:15:22,36029.39
1716,259,108,382,2020-05-19 21:50:39,28441.91
1717,835,103,128,2022-11-12 19:16:07,26121.68
1718,148,471,426,2020-12-28 22:18:20,49804.89
1719,501,328,204,2021-09-14 12:20:11,45961.59
1720,763,757,139,2021-04-26 09:01:11,25989.24
1721,461,484,45,2021-10-02 09:37:35,45596.94
1722,671,703,107,2020-01-13 08:31:14,33675.54
1723,552,532,7,2022-01-28 21:42:14,46417.43
1724,470,326,215,2022-11-13 11:16:28,19020.49
1725,590,690,493,2020-02-17 03:01:04,35821.74
1726,946,193,456,2020-04-16 14:47:27,25829.78
1727,283,492,13,2021-07-03 15:50:41,11588.23
1728,372,386,341,2021-04-12 13:50:03,40619.98
1729,141,819,42,2021-12-02 16:03:50,18027.76
1730,242,694,94,2021-07-28 13:43:27,5959.74
1731,961,573,357,2022-01-01 18:58:42,29082.79
1732,258,571,388,2021-01-23 00:13:48,13888.16
1733,421,975,377,2020-11-04 01:55:44,49641.45
1734,779,885,365,2022-09-01 17:23:13,45175.08
1735,875,698,264,2021-05-29 06:03:43,36410.79
1736,289,659,462,2021-10-16 23:28:43,32300.34
1737,511,170,314,2022-06-10 04:14:15,16246.41
1738,285,775,147,2021-12-18 12:24:33,15071.69
1739,699,229,445,2021-06-24 05:46:38,19719.8
1740,707,172,89,2020-02-21 01:27:20,12958.74
1741,733,754,226,2021-08-30 13:37:59,39672.84
1742,66,929,99,2021-12-05 04:40:02,8607.92
1743,206,844,365,2020-05-23 15:28:35,34293.13
1744,340,216,470,2021-12-07 01:43:28,45183.34
1745,560,636,36,2020-03-20 16:15:23,40891.79
1746,594,793,93,2022-02-23 10:01:00,26837.56
1747,421,51,242,2022-08-18 22:39:10,39529.66
1748,200,393,384,2020-07-08 02:03:10,46980.52
1749,310,118,103,2020-04-05 01:42:33,14275.53
1750,711,596,237,2021-10-16 05:35:07,24816.45
1751,650,259,284,2022-06-19 13:45:24,27883.28
1752,528,499,95,2022-04-28 12:35:42,35857.16
1753,787,29,220,2022-05-18 10:33:35,46419.88
1754,158,39,322,2022-05-15 00:41:49,22101.47
1755,694,249,9,2021-12-11 13:28:50,12375.92
1756,957,431,374,2022-11-26 11:25:04,34221.44
1757,555,812,346,2020-04-06 15:39:48,31337.14
1758,467,866,286,2020-10-12 09:31:58,26754.98
1759,643,885,144,2021-06-24 00:08:23,29169.08
1760,798,14,260,2021-07-29 03:07:55,29389.2
1761,402,302,436,2021-05-09 03:02:47,40401.13
1762,36,546,152,2022-09-25 21:49:32,18701.26
1763,889,779,352,2021-08-31 20:59:51,33759.36
1764,276,884,375,2020-12-14 05:14:02,28514.34
1765,913,856,229,2022-09-08 13:29:13,12088.51
1766,536,894,22,2020-04-20 05:31:28,25643.39
1767,653,846,342,2022-03-17 18:51:48,39248.81
1768,356,372,451,2021-11-03 08:11:47,20305.9
1769,878,495,372,2021-07-13 20:41:38,16602.04
1770,697,799,480,2022-10-10 15:32:13,12075.93
1771,707,65,201,2020-10-16 01:36:10,35755.93
1772,789,364,198,2021-07-26 06:42:48,49561.41
1773,132,200,442,2021-11-14 22:11:18,28184.73
1774,82,324,52,2022-03-24 23:23:33,20790.41
1775,941,639,13,2021-11-16 00:30:29,31843.06
1776,39,367,101,2020-05-09 19:59:11,13020.73
1777,43,129,139,2022-05-09 00:46:09,34162.05
1778,971,864,186,2020-04-23 12:43:18,22963.38
1779,550,393,359,2022-02-21 08:10:15,15312.25
1780,363,324,188,2020-09-18 21:31:45,34432.79
1781,553,524,307,2020-06-23 15:27:10,20326.11
1782,880,408,233,2020-09-01 03:14:16,8406.32
1783,796,533,204,2020-06-12 16:11:57,46114.31
1784,645,770,43,2021-09-26 15:57:19,20591.95
1785,436,711,256,2020-08-17 15:20:53,30523.26
1786,407,239,414,2020-05-16 00:01:57,49678.77
1787,678,325,358,2020-02-16 14:10:51,8666.37
1788,804,171,54,2020-07-01 21:59:28,32591.8
1789,543,356,425,2022-12-05 15:01:48,5483.95
1790,776,125,429,2021-12-11 04:16:32,38113.47
1791,985,240,330,2020-10-02 03:44:59,16142.06
1792,601,279,426,2022-03-09 17:07:13,44480.18
1793,240,159,89,2022-02-08 22:00:22,16008.44
1794,912,39,300,2020-09-11 20:51:33,17024.47
1795,395,332,424,2022-08-17 07:24:58,8545.23
1796,148,821,482,2021-06-07 21:31:43,8939.06
1797,846,867,458,2021-10-26 16:06:39,17517.59
1798,1000,504,7,2020-01-10 09:52:00,38359.36
1799,825,708,89,2020-05-19 05:15:37,38161.29
1800,998,370,152,2020-05-11 15:43:19,25030.4
1801,1000,491,297,2020-11-01 07:57:26,46070.41
1802,915,193,6,2021-03-03 04:02:35,31782.29
1803,456,7,143,2022-09-14 13:21:23,25634.53
1804,61,546,472,2020-03-03 20:18:48,47885.29
1805,25,286,145,2021-12-16 01:17:29,9688.39
1806,161,342,169,2022-05-05 20:47:55,9378.29
1807,365,15,283,2022-05-03 18:39:14,11093.8
1808,296,821,15,2021-03-08 11:02:16,27374.53
1809,885,599,460,2020-02-18 14:47:25,23022.47
1810,105,92,315,2020-02-16 06:17:58,34130.15
1811,383,196,208,2021-10-21 14:28:59,36405.74
1812,368,882,233,2021-07-30 03:32:12,40283.1
1813,117,863,272,2020-03-25 05:52:37,8143.84
1814,997,104,189,2021-09-20 14:50:56,18842.9
1815,17,431,148,2020-02-08 00:31:28,33097.5
1816,949,344,123,2022-08-30 21:49:27,17767.36
1817,219,25,339,2022-10-03 03:14:48,29403.76
1818,209,236,191,2020-01-31 06:01:31,21149.15
1819,815,398,320,2021-04-22 22:27:43,20497.78
1820,225,417,380,2022-03-09 19:51:59,46125.94
1821,607,33,80,2022-01-10 05:36:29,12923.45
1822,853,243,134,2020-01-23 09:06:36,13527.51
1823,792,375,328,2021-08-24 11:27:58,5731.85
1824,656,498,72,2020-08-29 13:02:43,10062.62
