mantenimiento_id,moto_id,mecanico_id,fecha,descripcion
2485,665,41,2021-02-07 04:12:45,Ajuste de frenos
2486,850,16,2020-12-09 01:16:11,Revisión general
2487,431,2,2021-06-30 13:13:49,Cambio de llantas
2488,531,191,2020-05-21 07:02:48,Revisión general
2489,144,74,2022-11-18 12:37:19,Cambio de llantas
2490,324,26,2021-12-17 13:36:36,Cambio de llantas
2491,710,124,2021-09-07 07:22:39,Cambio de llantas
2492,459,45,2020-09-28 00:44:09,Cambio de aceite
2493,868,28,2022-02-02 22:15:05,Ajuste de motor
2494,226,79,2022-03-02 20:03:06,Ajuste de motor
2495,643,114,2022-03-27 02:27:54,Ajuste de motor
2496,882,32,2022-09-24 10:03:08,Revisión general
2497,161,161,2021-01-21 15:59:12,Cambio de llantas
2498,474,200,2022-12-13 16:06:10,Revisión general
2499,246,40,2021-02-05 02:42:05,Revisión general
2500,537,124,2020-03-29 22:23:54,Cambio de llantas
2501,901,11,2021-09-09 21:09:36,Cambio de llantas
2502,518,170,2020-02-01 20:44:12,Revisión general
2503,770,130,2022-07-06 09:16:39,Ajuste de motor
2504,734,31,2022-12-28 11:05:43,Cambio de aceite
2505,988,160,2020-01-13 20:20:34,Ajuste de motor
2506,182,43,2021-11-27 23:32:04,Cambio de aceite
2507,266,180,2021-02-04 01:22:06,Cambio de llantas
2508,738,120,2021-01-08 15:36:46,Cambio de aceite
2509,977,198,2020-04-30 05:42:58,Cambio de aceite
2510,915,161,2021-12-10 19:51:21,Ajuste de frenos
2511,216,16,2022-02-13 23:43:38,Revisión general
2512,640,47,2021-07-03 12:08:16,Ajuste de motor
2513,18,36,2021-10-04 04:35:51,Cambio de aceite
2514,209,58,2022-05-07 12:06:17,Revisión general
2515,891,95,2021-04-12 15:14:59,Revisión general
2516,614,70,2022-04-08 10:45:52,Ajuste de frenos
2517,559,90,2020-12-23 05:08:03,Revisión general
2518,65,166,2020-02-13 14:03:17,Cambio de llantas
2519,398,24,2021-12-25 11:50:59,Revisión general
2520,539,182,2020-02-01 19:19:02,Ajuste de frenos
2521,316,62,2022-07-04 10:42:13,Revisión general
2522,566,153,2021-09-19 23:29:10,Ajuste de motor
2523,971,180,2021-10-21 03:24:24,Cambio de llantas
2524,555,151,2020-02-20 18:42:53,Ajuste de motor
2525,862,71,2022-10-07 21:55:27,Ajuste de frenos
2526,282,149,2022-02-28 11:12:28,Cambio de aceite
2527,66,191,2021-12-29 04:04:11,Cambio de aceite
2528,168,89,2020-02-08 08:16:25,Ajuste de motor
2529,252,66,2022-12-29 20:22:21,Ajuste de motor
2530,199,40,2022-06-19 22:02:18,Ajuste de motor
2531,158,172,2021-04-01 19:30:58,Cambio de aceite
2532,688,152,2020-10-27 14:33:23,Ajuste de frenos
2533,412,28,2020-07-05 17:56:16,Ajuste de frenos
2534,742,161,2020-10-23 03:03:55,Cambio de llantas
2535,833,65,2020-12-24 18:42:52,Ajuste de motor
2536,410,25,2022-04-26 12:41:48,Revisión general
2537,861,102,2020-04-21 07:28:53,Revisión general
2538,344,88,2021-12-14 22:56:00,Cambio de llantas
2539,131,82,2020-03-19 12:34:46,Ajuste de frenos
2540,899,94,2020-10-11 08:40:39,Revisión general
2541,976,181,2021-03-09 10:50:07,Ajuste de motor
2542,284,4,2022-07-13 00:55:59,Ajuste de frenos
2543,327,164,2020-09-27 07:15:29,Cambio de llantas
2544,738,43,2021-10-10 19:16:41,Revisión general
2545,74,87,2020-10-26 06:30:09,Ajuste de motor
2546,170,125,2020-10-28 19:42:11,Ajuste de motor
2547,193,71,2022-06-18 00:11:50,Revisión general
2548,348,63,2021-11-12 08:46:48,Cambio de llantas
2549,670,58,2022-03-27 19:54:13,Revisión general
2550,78,174,2022-03-18 00:15:41,Ajuste de frenos
2551,210,186,2020-07-08 03:02:45,Revisión general
2552,923,145,2022-07-18 11:58:55,Cambio de llantas
2553,577,199,2022-08-28 18:25:41,Cambio de llantas
2554,131,139,2020-02-29 05:45:54,Cambio de llantas
2555,413,77,2022-02-16 17:55:13,Cambio de llantas
2556,887,72,2020-05-24 13:17:44,Ajuste de motor
2557,321,190,2021-12-19 03:25:01,Ajuste de frenos
2558,648,94,2020-12-22 23:45:09,Ajuste de frenos
2559,469,199,2020-06-17 02:42:48,Cambio de aceite
2560,897,8,2020-11-01 21:17:54,Cambio de aceite
2561,22,147,2020-07-12 23:11:16,Ajuste de motor
2562,163,65,2021-11-21 17:34:46,Ajuste de frenos
2563,574,62,2020-09-24 10:03:29,Ajuste de motor
2564,253,44,2022-10-05 17:12:01,Cambio de aceite
2565,671,144,2022-05-16 15:57:11,Ajuste de frenos
2566,731,181,2020-02-12 22:00:35,Cambio de aceite
2567,148,137,2021-09-16 19:35:11,Cambio de llantas
2568,822,19,2020-12-10 12:10:43,Ajuste de motor
2569,934,83,2020-08-14 21:36:15,Ajuste de motor
2570,809,79,2020-02-07 15:14:38,Cambio de llantas
2571,850,93,2020-04-22 03:13:25,Revisión general
2572,237,170,2021-07-01 12:20:57,Cambio de llantas
2573,965,183,2021-11-19 02:48:30,Ajuste de frenos
2574,785,102,2020-09-10 22:19:25,Revisión general
2575,147,174,2022-05-02 21:10:06,Cambio de aceite
2576,441,184,2021-06-25 05:15:35,Ajuste de motor
2577,655,92,2021-02-10 07:01:29,Cambio de aceite
2578,980,153,2021-06-07 23:09:47,Ajuste de motor
2579,891,65,2022-04-24 23:10:12,Ajuste de frenos
2580,368,10,2022-02-13 04:51:36,Ajuste de motor
2581,760,77,2021-05-05 15:06:16,Cambio de aceite
2582,846,99,2022-12-16 13:15:50,Cambio de aceite
2583,521,86,2022-04-30 10:44:47,Cambio de aceite
2584,168,15,2020-11-14 08:56:42,Revisión general
2585,623,133,2020-04-16 09:11:39,Cambio de llantas
2586,241,138,2020-10-06 15:26:34,Ajuste de frenos
2587,139,150,2020-07-12 13:36:52,Ajuste de frenos
2588,166,148,2020-01-02 06:07:29,Ajuste de motor
2589,600,88,2022-08-15 00:23:16,Revisión general
2590,984,28,2021-07-20 15:58:38,Ajuste de frenos
2591,495,127,2020-09-08 22:17:21,Revisión general
2592,186,82,2022-10-22 17:59:57,Cambio de llantas
2593,190,139,2022-01-09 01:37:02,Cambio de aceite
2594,508,31,2021-05-11 20:16:59,Cambio de aceite
2595,176,172,2021-12-08 08:23:47,Ajuste de motor
2596,384,161,2022-06-26 08:15:03,Ajuste de frenos
2597,66,8,2022-07-14 03:56:59,Cambio de llantas
2598,599,37,2022-06-17 02:25:48,Ajuste de frenos
2599,733,113,2022-12-17 21:36:25,Cambio de llantas
2600,606,188,2022-05-28 10:43:43,Ajuste de frenos
2601,522,184,2021-10-11 05:25:53,Cambio de aceite
2602,337,79,2020-07-19 13:52:05,Ajuste de motor
2603,911,129,2020-04-28 10:31:06,Cambio de llantas
2604,476,132,2021-12-20 07:24:35,Ajuste de frenos
2605,253,172,2021-01-12 02:23:00,Ajuste de motor
2606,768,27,2021-12-03 23:26:29,Cambio de llantas
2607,184,30,2020-11-09 14:14:13,Cambio de llantas
2608,575,72,2020-03-22 02:26:35,Ajuste de motor
2609,717,191,2020-02-29 18:52:52,Cambio de llantas
2610,707,89,2020-01-04 02:34:54,Revisión general
2611,977,49,2022-05-30 19:15:07,Cambio de llantas
2612,425,86,2022-08-27 03:07:20,Cambio de aceite
2613,808,161,2022-07-13 09:01:27,Cambio de llantas
2614,642,136,2020-09-11 00:04:16,Cambio de llantas
2615,304,200,2022-10-13 11:44:28,Ajuste de motor
2616,746,70,2021-09-27 02:17:57,Ajuste de frenos
2617,859,9,2021-06-04 01:57:16,Ajuste de motor
2618,940,185,2021-12-14 19:11:17,Ajuste de motor
2619,172,188,2020-10-10 19:20:57,Ajuste de frenos
2620,25,76,2022-12-28 16:23:38,Cambio de llantas
2621,926,123,2020-03-14 20:06:40,Cambio de llantas
2622,146,35,2021-10-13 01:10:46,Revisión general
2623,640,57,2021-02-04 14:12:12,Cambio de llantas
2624,685,106,2020-12-24 13:59:28,Revisión general
2625,485,164,2021-05-07 03:19:45,Ajuste de motor
2626,232,103,2021-08-08 19:12:17,Ajuste de frenos
2627,691,171,2020-07-14 09:13:19,Cambio de llantas
2628,806,134,2022-07-24 20:54:41,Cambio de aceite
2629,468,48,2020-11-30 08:35:49,Revisión general
2630,956,179,2020-07-20 07:27:07,Revisión general
2631,439,132,2020-06-25 04:40:13,Revisión general
2632,122,154,2022-04-22 19:34:48,Cambio de aceite
2633,446,194,2021-05-10 15:42:28,Ajuste de motor
2634,911,167,2022-01-22 18:11:16,Cambio de aceite
2635,39,172,2021-07-15 00:46:25,Cambio de llantas
2636,827,88,2022-08-04 14:25:04,Ajuste de motor
2637,622,151,2021-08-08 09:18:44,Cambio de llantas
2638,394,110,2022-05-14 04:34:18,Revisión general
2639,473,158,2020-04-25 15:00:25,Cambio de aceite
2640,524,36,2021-10-22 10:26:17,Cambio de aceite
2641,273,4,2021-07-13 09:14:44,Cambio de llantas
2642,752,104,2022-10-07 23:14:27,Cambio de llantas
2643,598,190,2022-09-16 23:12:29,Ajuste de motor
2644,127,195,2021-07-31 06:59:49,Ajuste de frenos
2645,940,21,2022-10-26 08:39:43,Cambio de llantas
2646,782,20,2020-12-27 16:25:34,Ajuste de frenos
2647,407,70,2022-01-21 19:26:44,Cambio de llantas
2648,537,49,2021-03-30 03:17:26,Ajuste de frenos
2649,908,125,2021-06-23 19:19:05,Revisión general
2650,340,6,2020-01-29 17:47:57,Cambio de llantas
2651,350,48,2021-06-28 15:56:58,Revisión general
2652,176,165,2021-02-13 15:13:20,Revisión general
2653,605,75,2020-05-20 04:48:53,Cambio de llantas
2654,381,66,2022-05-03 03:27:38,Cambio de aceite
2655,345,128,2020-08-13 07:28:52,Revisión general
2656,565,39,2020-10-16 15:11:32,Revisión general
2657,183,130,2021-02-11 02:05:32,Revisión general
2658,99,176,2022-12-04 18:17:37,Ajuste de motor
2659,75,183,2022-10-24 03:54:07,Cambio de llantas
2660,415,80,2022-04-18 20:25:24,Cambio de aceite
2661,754,180,2021-06-30 07:16:09,Cambio de llantas
2662,435,42,2022-06-08 09:00:25,Cambio de llantas
2663,324,140,2021-12-06 18:47:52,Ajuste de motor
2664,170,8,2021-11-07 07:42:28,Cambio de llantas
2665,244,192,2022-11-11 00:39:45,Cambio de llantas
2666,330,124,2020-08-16 13:57:56,Revisión general
2667,307,151,2021-09-24 13:18:50,Ajuste de motor
2668,871,39,2022-01-13 23:09:34,Cambio de aceite
2669,504,143,2021-10-05 16:26:38,Cambio de llantas
2670,567,33,2021-04-30 01:39:22,Ajuste de frenos
2671,604,106,2020-11-19 09:55:07,Ajuste de frenos
2672,895,119,2021-07-03 22:19:33,Ajuste de motor
2673,5,107,2021-09-14 02:08:55,Cambio de aceite
2674,130,140,2022-05-12 07:27:21,Revisión general
2675,991,114,2020-11-10 06:05:11,Revisión general
2676,765,34,2022-11-26 14:47:25,Ajuste de motor
2677,114,156,2022-04-23 16:36:51,Ajuste de frenos
2678,860,119,2022-08-08 02:34:34,Ajuste de motor
2679,792,53,2020-07-19 04:33:20,Revisión general
2680,730,98,2022-05-16 04:29:21,Ajuste de frenos
2681,659,192,2021-10-14 00:16:36,Cambio de llantas
2682,923,151,2021-11-13 12:46:16,Cambio de llantas
2683,341,119,2021-06-09 11:15:11,Cambio de llantas
2684,326,129,2022-08-03 11:42:15,Revisión general
2685,953,161,2021-01-07 15:36:18,Ajuste de motor
2686,269,161,2020-03-06 23:54:34,Ajuste de frenos
2687,237,32,2020-07-10 10:40:18,Cambio de aceite
2688,16,192,2020-02-13 12:24:16,Ajuste de frenos
2689,783,22,2021-04-24 07:47:17,Cambio de aceite
2690,415,186,2021-01-19 16:37:39,Ajuste de frenos
2691,969,12,2020-01-13 22:57:37,Cambio de aceite
2692,308,115,2020-02-20 05:39:39,Revisión general
2693,738,47,2020-11-23 18:59:56,Revisión general
2694,411,167,2020-01-26 20:39:48,Ajuste de frenos
2695,111,23,2020-08-26 17:00:56,Ajuste de frenos
2696,205,144,2021-01-05 20:16:19,Ajuste de frenos
2697,372,44,2020-01-18 16:16:33,Cambio de aceite
2698,560,165,2020-01-12 16:48:54,Cambio de aceite
2699,67,61,2020-04-07 23:15:42,Ajuste de motor
2700,113,117,2022-07-13 22:12:11,Revisión general
2701,916,198,2020-11-02 17:11:51,Ajuste de frenos
2702,133,166,2020-11-03 08:58:53,Cambio de llantas
2703,700,68,2022-02-18 05:32:54,Ajuste de motor
2704,655,99,2021-07-19 19:01:40,Ajuste de motor
2705,699,184,2020-04-01 12:07:28,Cambio de llantas
2706,292,72,2021-08-30 14:06:31,Ajuste de frenos
2707,264,193,2020-09-28 14:25:39,Ajuste de motor
2708,398,176,2020-08-28 19:14:56,Revisión general
2709,449,101,2021-06-08 12:37:52,Cambio de llantas
2710,296,123,2020-07-22 04:43:36,Revisión general
2711,904,157,2021-01-03 21:53:41,Ajuste de frenos
2712,250,32,2021-02-02 11:53:00,Cambio de aceite
2713,484,33,2022-11-14 14:02:21,Cambio de llantas
2714,320,107,2021-07-29 06:54:50,Cambio de aceite
2715,387,72,2022-07-29 05:47:12,Cambio de aceite
2716,744,33,2021-08-23 03:32:49,Cambio de llantas
2717,139,130,2022-04-17 01:48:26,Ajuste de frenos
2718,855,47,2020-06-22 00:00:05,Revisión general
2719,926,42,2022-08-30 18:53:14,Cambio de aceite
2720,431,3,2020-08-11 13:45:55,Revisión general
2721,137,104,2020-10-23 17:26:06,Ajuste de motor
2722,676,126,2020-08-10 19:17:25,Ajuste de motor
2723,825,191,2020-01-16 11:16:31,Revisión general
2724,641,1,2021-10-27 18:37:57,Ajuste de frenos
2725,96,198,2020-07-21 03:48:33,Ajuste de motor
2726,199,85,2022-02-24 22:37:40,Cambio de llantas
2727,870,154,2021-06-12 12:57:11,Ajuste de motor
2728,17,47,2021-10-17 20:06:01,Cambio de aceite
2729,714,61,2022-12-03 06:16:02,Cambio de llantas
2730,192,9,2021-07-21 18:36:39,Cambio de aceite
2731,863,108,2021-02-22 07:12:23,Cambio de llantas
2732,22,94,2022-04-27 14:06:22,Cambio de llantas
2733,447,71,2020-07-08 18:07:12,Cambio de aceite
2734,349,198,2021-09-23 11:15:05,Cambio de aceite
2735,34,13,2022-04-27 01:45:30,Ajuste de motor
2736,264,43,2020-02-19 10:11:45,Ajuste de motor
2737,399,72,2021-10-10 20:40:28,Revisión general
2738,695,74,2021-09-16 17:34:45,Ajuste de motor
2739,144,91,2021-06-27 16:22:54,Ajuste de motor
2740,411,139,2021-04-17 12:46:11,Ajuste de motor
2741,524,10,2021-01-16 21:14:42,Cambio de llantas
2742,719,134,2022-10-22 07:14:46,Revisión general
2743,554,132,2021-04-04 06:52:44,Cambio de llantas
2744,313,182,2020-12-17 11:48:44,Revisión general
2745,721,43,2022-05-04 14:54:47,Revisión general
2746,281,158,2020-11-01 22:27:16,Ajuste de frenos
2747,387,135,2022-06-12 22:40:19,Revisión general
2748,960,90,2021-05-15 18:35:29,Cambio de aceite
2749,864,109,2020-07-22 16:37:52,Cambio de aceite
2750,837,5,2021-01-04 21:52:06,Cambio de aceite
2751,44,93,2022-08-15 17:43:18,Cambio de llantas
2752,116,72,2022-06-08 05:29:41,Cambio de aceite
2753,650,103,2020-06-13 18:03:25,Ajuste de motor
2754,858,50,2020-03-21 09:11:00,Ajuste de frenos
2755,188,149,2020-01-18 18:53:42,Ajuste de frenos
2756,290,96,2020-05-15 09:24:00,Cambio de aceite
2757,284,49,2020-08-31 14:48:37,Revisión general
2758,779,90,2021-05-09 10:40:35,Cambio de llantas
2759,371,161,2022-08-03 19:43:41,Cambio de aceite
2760,488,160,2021-12-23 21:45:35,Ajuste de frenos
2761,223,149,2020-02-25 20:46:38,Cambio de aceite
2762,830,48,2020-01-06 15:09:10,Revisión general
2763,155,111,2022-05-27 11:32:31,Cambio de llantas
2764,801,52,2022-09-11 05:39:00,Ajuste de frenos
2765,82,57,2021-02-09 12:14:18,Cambio de llantas
2766,670,98,2020-07-21 23:03:38,Revisión general
2767,749,161,2021-03-14 01:17:30,Cambio de llantas
2768,478,32,2021-01-23 20:41:35,Cambio de llantas
2769,441,3,2021-09-24 17:13:59,Cambio de aceite
2770,295,72,2021-03-03 17:32:03,Cambio de llantas
2771,233,171,2020-03-02 03:10:59,Revisión general
2772,902,104,2021-03-01 16:21:52,Cambio de aceite
2773,290,104,2020-05-10 19:38:35,Revisión general
2774,289,199,2020-05-20 10:06:44,Cambio de llantas
2775,715,19,2021-03-20 06:06:08,Ajuste de frenos
2776,115,47,2020-08-29 00:49:45,Cambio de llantas
2777,426,171,2021-05-24 09:05:14,Revisión general
2778,639,128,2021-02-14 12:30:57,Cambio de llantas
2779,555,67,2022-11-01 20:17:43,Ajuste de frenos
2780,636,77,2021-09-07 23:03:42,Ajuste de frenos
2781,691,33,2022-08-31 19:16:02,Cambio de aceite
2782,503,23,2020-07-07 11:04:49,Cambio de llantas
2783,591,166,2021-02-22 18:01:33,Ajuste de frenos
2784,284,45,2021-04-29 10:21:50,Cambio de llantas
2785,305,164,2020-09-08 22:26:23,Ajuste de motor
2786,780,95,2020-04-19 22:29:05,Cambio de llantas
2787,564,77,2020-11-07 06:48:43,Ajuste de motor
2788,456,75,2021-01-25 16:17:17,Revisión general
2789,13,38,2021-06-26 13:00:38,Ajuste de frenos
2790,97,93,2022-12-11 02:46:02,Cambio de aceite
2791,567,69,2021-09-24 13:08:45,Ajuste de motor
2792,184,195,2021-06-27 20:08:20,Cambio de llantas
2793,12,71,2020-06-23 04:38:33,Revisión general
2794,444,183,2022-10-21 20:52:38,Cambio de aceite
2795,91,187,2022-09-04 10:58:20,Revisión general
2796,884,66,2020-01-12 17:34:29,Cambio de aceite
2797,6,174,2020-05-30 03:45:12,Cambio de aceite
2798,171,82,2022-12-06 13:53:59,Cambio de llantas
2799,504,123,2020-08-28 11:05:02,Revisión general
2800,816,158,2022-10-15 11:53:44,Cambio de aceite
2801,265,98,2022-01-27 11:35:09,Cambio de aceite
2802,534,200,2021-05-05 16:02:14,Cambio de llantas
2803,711,166,2020-07-17 21:17:57,Revisión general
2804,729,86,2020-06-09 20:38:48,Cambio de aceite
2805,745,122,2022-04-12 16:45:08,Ajuste de frenos
2806,230,40,2022-10-27 00:40:41,Cambio de llantas
2807,542,58,2020-09-21 14:53:01,Cambio de llantas
2808,782,148,2022-03-25 23:32:20,Revisión general
2809,548,44,2022-10-26 21:29:24,Ajuste de frenos
2810,6,65,2020-11-11 04:34:07,Revisión general
2811,118,32,2020-03-07 20:00:23,Revisión general
2812,206,123,2021-04-14 05:49:53,Cambio de llantas
2813,678,131,2022-09-20 23:31:46,Revisión general
2814,543,184,2022-09-07 03:31:55,Ajuste de motor
2815,609,134,2021-04-01 00:51:59,Ajuste de frenos
2816,451,99,2020-02-09 06:44:12,Revisión general
2817,53,18,2021-01-21 00:05:06,Cambio de llantas
2818,78,89,2022-04-23 02:52:35,Ajuste de motor
2819,119,190,2021-10-03 01:06:00,Ajuste de motor
2820,956,52,2021-04-04 12:58:01,Cambio de llantas
2821,382,195,2022-04-16 22:48:23,Cambio de aceite
2822,991,109,2020-03-05 08:28:59,Revisión general
2823,897,39,2020-03-24 00:53:12,Cambio de aceite
2824,650,157,2020-03-03 21:36:29,Cambio de llantas
2825,403,45,2022-11-25 09:54:49,Ajuste de motor
2826,432,142,2020-12-04 23:00:14,Cambio de aceite
2827,401,173,2021-03-21 21:03:28,Ajuste de motor
2828,44,59,2021-07-02 17:30:46,Revisión general
2829,554,110,2022-09-06 14:50:50,Cambio de aceite
2830,208,30,2020-02-15 06:49:56,Revisión general
2831,534,98,2022-10-14 01:56:30,Revisión general
2832,22,59,2020-12-11 10:56:58,Cambio de aceite
2833,247,59,2020-12-06 07:41:32,Ajuste de motor
2834,620,160,2021-08-31 14:43:23,Ajuste de motor
2835,668,197,2022-08-02 01:17:44,Cambio de aceite
2836,959,19,2022-08-16 04:28:28,Ajuste de frenos
2837,495,156,2020-05-07 12:09:18,Ajuste de frenos
2838,154,111,2022-06-04 06:49:54,Ajuste de motor
2839,773,58,2022-07-27 14:38:12,Ajuste de frenos
2840,729,24,2020-01-02 12:11:00,Cambio de aceite
2841,649,134,2022-05-08 11:41:21,Cambio de aceite
2842,310,159,2021-05-18 18:37:26,Cambio de llantas
2843,216,24,2021-07-08 07:44:14,Ajuste de frenos
2844,348,194,2020-06-04 03:42:20,Cambio de llantas
2845,873,197,2020-11-02 06:18:29,Revisión general
2846,102,57,2021-07-30 14:44:27,Cambio de llantas
2847,157,27,2021-01-15 01:10:55,Ajuste de frenos
2848,491,89,2020-04-24 10:13:31,Cambio de aceite
2849,880,36,2021-05-18 14:08:12,Ajuste de motor
2850,799,79,2021-02-20 05:09:45,Ajuste de motor
2851,738,188,2022-09-03 14:22:06,Cambio de aceite
2852,974,149,2021-11-29 02:12:20,Cambio de llantas
2853,308,55,2020-10-28 13:18:30,Cambio de aceite
2854,233,180,2020-07-16 10:42:10,Cambio de aceite
2855,983,72,2020-03-03 19:20:34,Cambio de aceite
2856,466,9,2022-02-06 11:14:29,Cambio de llantas
2857,939,34,2020-02-08 06:13:20,Ajuste de frenos
2858,580,22,2022-07-20 12:30:54,Ajuste de frenos
2859,552,175,2022-10-16 07:26:54,Ajuste de frenos
2860,725,181,2022-07-29 09:18:16,Ajuste de motor
2861,771,80,2021-06-28 05:00:13,Cambio de llantas
2862,800,113,2022-09-29 09:21:55,Ajuste de frenos
2863,720,91,2020-10-05 14:01:13,Revisión general
2864,511,93,2021-10-03 15:50:07,Ajuste de frenos
2865,778,9,2021-01-20 23:18:38,Ajuste de frenos
2866,339,56,2021-04-07 23:33:40,Ajuste de motor
2867,485,132,2021-04-29 07:09:14,Cambio de llantas
2868,600,98,2020-12-28 08:18:20,Cambio de aceite
2869,338,145,2021-11-04 05:26:38,Revisión general
2870,84,75,2021-06-21 11:27:59,Cambio de llantas
2871,580,35,2022-08-29 23:28:22,Ajuste de frenos
2872,998,115,2022-08-29 16:28:43,Ajuste de frenos
2873,394,148,2020-05-22 14:10:45,Revisión general
2874,196,193,2020-04-18 00:12:37,Ajuste de motor
2875,503,98,2020-02-24 18:25:37,Ajuste de frenos
2876,455,6,2022-04-22 17:07:04,Ajuste de frenos
2877,81,65,2022-08-21 14:16:45,Ajuste de frenos
2878,361,4,2020-09-08 00:12:34,Cambio de aceite
2879,236,197,2022-03-15 10:10:56,Revisión general
2880,984,53,2020-03-31 12:18:17,Revisión general
2881,991,83,2020-12-07 05:04:05,Ajuste de frenos
2882,101,40,2022-10-17 09:59:45,Ajuste de motor
2883,475,90,2021-08-04 06:23:24,Cambio de llantas
2884,26,107,2022-06-13 02:21:54,Ajuste de motor
2885,740,7,2022-01-27 22:52:51,Ajuste de frenos
2886,45,162,2020-07-17 12:08:24,Ajuste de motor
2887,226,186,2022-10-01 09:11:19,Ajuste de motor
2888,561,179,2021-11-04 17:09:06,Cambio de llantas
2889,993,187,2020-10-14 04:17:10,Ajuste de frenos
2890,69,155,2022-09-20 21:32:54,Ajuste de motor
2891,354,43,2020-05-10 23:20:19,Ajuste de frenos
2892,15,125,2022-05-18 05:35:10,Cambio de llantas
2893,217,63,2020-06-15 02:13:54,Revisión general
2894,136,158,2022-08-17 23:09:33,Cambio de llantas
2895,46,145,2022-03-26 06:56:33,Ajuste de frenos
2896,243,9,2021-04-29 16:15:09,Cambio de llantas
2897,741,131,2021-11-05 17:53:59,Ajuste de motor
2898,770,43,2021-05-31 13:51:06,Revisión general
2899,612,66,2020-07-16 18:10:08,Ajuste de frenos
2900,81,25,2022-06-27 04:39:06,Cambio de aceite
2901,995,123,2022-10-09 20:09:41,Ajuste de frenos
2902,369,117,2021-04-26 00:45:53,Cambio de aceite
2903,889,138,2022-12-14 08:37:33,Ajuste de frenos
2904,263,9,2021-11-25 22:45:52,Ajuste de frenos
2905,969,17,2020-05-29 06:31:12,Revisión general
2906,110,142,2020-11-30 21:55:38,Ajuste de frenos
2907,503,105,2020-02-19 02:16:50,Ajuste de frenos
2908,671,79,2021-04-10 18:18:45,Ajuste de motor
2909,138,193,2022-05-25 23:42:54,Cambio de aceite
2910,266,166,2021-01-16 10:04:26,Revisión general
2911,238,157,2020-05-04 16:19:01,Revisión general
2912,399,6,2021-05-19 12:08:22,Revisión general
2913,241,1,2020-12-14 15:21:17,Cambio de llantas
2914,71,33,2021-08-06 04:42:34,Cambio de aceite
2915,11,52,2021-03-16 17:40:19,Ajuste de motor
2916,908,187,2021-11-28 19:05:24,Ajuste de frenos
2917,695,168,2022-09-21 15:31:31,Cambio de llantas
2918,867,24,2020-06-08 21:19:25,Cambio de aceite
2919,749,94,2022-09-01 00:21:45,Ajuste de motor
2920,454,39,2020-09-20 12:50:36,Ajuste de motor
2921,880,92,2022-06-10 18:04:43,Cambio de aceite
2922,409,192,2022-12-08 09:54:37,Cambio de llantas
2923,471,149,2022-08-01 18:11:05,Ajuste de frenos
2924,283,10,2022-09-27 19:28:20,Ajuste de motor
2925,115,61,2021-08-28 08:06:08,Ajuste de frenos
2926,449,167,2022-09-10 16:27:28,Cambio de aceite
2927,187,156,2021-02-23 12:52:43,Ajuste de motor
2928,292,79,2021-09-30 00:46:51,Ajuste de frenos
2929,620,19,2020-03-10 16:39:55,Cambio de llantas
2930,771,73,2022-01-20 01:11:13,Cambio de llantas
2931,52,94,2021-03-11 00:51:54,Ajuste de motor
2932,66,24,2022-05-07 04:08:45,Revisión general
2933,827,4,2022-06-19 11:18:43,Cambio de aceite
2934,136,135,2020-08-21 02:33:34,Cambio de llantas
2935,339,164,2021-09-20 09:28:03,Ajuste de motor
2936,749,28,2022-08-14 16:33:53,Ajuste de motor
2937,614,103,2021-09-08 03:04:49,Cambio de llantas
2938,369,66,2020-09-23 08:08:44,Ajuste de frenos
2939,17,54,2020-10-31 15:21:36,Ajuste de frenos
2940,729,14,2021-05-06 12:36:49,Cambio de aceite
2941,54,130,2022-06-09 23:14:17,Ajuste de frenos
2942,213,168,2020-03-07 15:35:39,Cambio de llantas
2943,741,34,2020-09-12 10:35:39,Cambio de llantas
2944,642,171,2022-08-27 07:39:38,Cambio de llantas
2945,688,190,2021-05-09 08:23:15,Revisión general
2946,523,100,2022-04-08 19:51:00,Cambio de aceite
2947,518,130,2021-04-17 07:09:23,Ajuste de motor
2948,350,48,2022-03-06 06:19:34,Revisión general
2949,143,9,2020-04-14 03:47:50,Ajuste de frenos
2950,146,111,2020-06-27 14:08:10,Ajuste de frenos
2951,95,189,2022-03-18 07:19:52,Revisión general
2952,16,12,2020-01-29 11:33:18,Revisión general
2953,767,197,2020-09-26 03:12:44,Cambio de aceite
2954,431,155,2021-10-12 14:32:49,Revisión general
2955,176,55,2020-01-02 01:49:12,Revisión general
2956,660,157,2022-01-06 20:29:00,Ajuste de frenos
2957,768,112,2021-09-18 20:41:45,Ajuste de motor
2958,566,179,2022-04-11 09:46:33,Ajuste de frenos
2959,951,27,2022-09-14 09:19:06,Cambio de llantas
2960,937,51,2021-12-08 22:01:46,Ajuste de motor
2961,382,113,2021-04-25 03:55:13,Ajuste de frenos
2962,431,199,2022-03-13 22:02:13,Ajuste de frenos
2963,665,181,2022-05-16 03:18:39,Ajuste de motor
2964,50,42,2021-10-17 05:21:11,Ajuste de motor
2965,465,119,2021-03-10 02:57:43,Cambio de aceite
2966,537,60,2021-07-02 21:44:03,Cambio de aceite
2967,717,88,2021-04-28 18:15:21,Cambio de aceite
2968,994,168,2022-09-16 17:52:19,Cambio de aceite
2969,244,100,2020-04-27 13:16:41,Ajuste de frenos
2970,445,64,2021-02-28 11:35:21,Ajuste de frenos
2971,453,85,2021-04-22 08:46:22,Cambio de aceite
2972,149,96,2020-10-24 01:57:26,Cambio de llantas
